"year","hatchdate","cs","layday","recruit"
1993,134,9,22,1
1993,131,8,20,0
1994,129,10,18,1
1993,128,8,18,2
1994,146,8,32,1
1993,134,7,25,0
1996,139,7,26,0
1994,141,9,30,1
1995,128,9,17,0
1995,129,7,19,1
1994,135,7,26,0
1994,138,9,28,0
1993,132,8,21,0
1993,128,8,17,2
1992,139,9,25,3
1992,141,10,26,1
1993,131,9,19,2
1992,138,10,26,0
1992,135,7,25,1
1993,126,10,16,0
1993,134,9,22,1
1992,137,6,27,1
1993,123,11,7,4
1992,158,7,50,1
1993,131,11,16,0
1994,137,10,25,1
1993,134,9,24,0
1994,140,9,31,0
1996,145,7,32,0
1995,136,6,28,1
1993,135,12,18,2
1991,130,9,12,0
1992,139,10,26,1
1995,130,9,16,0
1993,NA,8,20,0
1991,NA,8,26,0
1991,152,7,43,0
1991,140,8,28,0
1993,131,8,19,0
1992,136,7,22,1
1992,132,10,18,1
1994,141,9,30,0
1993,130,11,13,0
1992,135,12,22,1
1993,132,10,21,3
1993,133,9,24,1
1994,138,9,29,0
1995,134,8,22,4
1992,140,10,29,2
1993,130,10,19,2
1995,131,10,17,0
1993,132,9,22,1
1994,134,10,23,0
1996,142,10,28,0
1993,136,10,25,1
1994,140,10,29,0
1991,137,8,24,2
1991,140,10,28,1
1992,145,11,27,3
1993,132,10,19,0
1992,150,10,30,1
1995,131,10,16,0
1992,135,11,20,0
1993,130,9,17,1
1991,140,6,29,2
1994,136,10,24,0
1991,141,8,29,0
1991,142,9,27,1
1992,146,11,30,0
1991,139,11,23,1
1991,134,12,16,2
1991,145,12,30,1
1991,130,8,14,0
1991,151,11,37,0
1992,135,10,23,0
1991,133,12,16,1
1992,134,10,21,1
1992,132,10,20,1
1993,126,8,17,1
1993,128,7,18,1
1992,132,8,19,3
1991,136,7,25,1
1993,130,10,17,2
1992,135,10,22,1
1991,141,8,30,1
1992,136,8,24,0
1991,139,9,26,7
1993,129,8,18,1
1992,138,9,24,2
1992,132,8,19,1
1991,145,9,36,0
1994,138,8,28,0
1995,132,7,21,0
1993,130,8,20,2
1992,139,7,26,0
1991,140,9,27,2
1992,160,8,51,1
1992,137,5,24,1
1991,141,7,29,0
1993,132,10,21,4
1992,139,10,27,2
1993,127,10,16,3
1992,137,8,23,1
1993,135,9,25,1
1992,144,9,33,0
1992,140,9,28,4
1993,130,10,17,3
1994,146,10,35,0
1992,137,9,25,4
1993,134,8,25,2
1993,127,9,15,0
1992,136,8,22,1
1992,142,10,30,0
1992,136,10,23,0
1992,136,8,23,1
1993,131,8,21,0
1994,136,7,27,4
1992,136,8,26,1
1992,139,8,25,4
1993,129,11,16,2
1992,138,11,24,0
1992,146,8,36,0
1993,129,9,18,0
1992,136,7,23,0
1992,139,9,26,0
1992,139,12,23,0
1992,133,9,22,0
1992,136,9,22,0
1994,133,7,24,0
1993,130,7,20,1
1993,132,8,23,1
1992,140,9,28,1
1993,129,9,17,2
1992,141,8,25,3
1994,133,8,24,0
1993,137,9,24,3
1993,136,9,25,1
1994,135,8,26,0
1994,138,9,28,0
1996,147,7,34,1
1997,123,10,9,0
1995,129,9,16,1
1994,135,7,25,0
1995,130,8,16,1
1994,138,9,27,0
1994,134,10,23,0
1993,130,9,17,4
1993,128,9,17,2
1993,132,9,21,0
1993,133,10,23,1
1994,136,10,25,3
1993,138,9,28,0
1994,142,8,33,0
1995,134,8,22,0
1995,134,9,23,0
1993,136,9,25,0
1994,143,9,33,0
1996,151,11,31,1
1996,145,8,32,0
1994,133,7,25,1
1993,129,8,19,1
1995,126,8,15,0
1993,130,8,20,3
1994,138,7,29,0
1996,148,11,29,1
1993,141,11,27,1
1994,142,10,30,0
1995,135,11,20,1
1993,127,9,15,0
1997,119,9,1,0
1996,NA,10,56,1
1995,127,10,13,2
1994,138,9,24,1
1994,131,9,22,1
1994,137,6,31,1
1994,145,6,35,0
1998,136,7,27,0
1999,137,7,28,0
1998,133,6,24,1
1999,123,12,7,0
1998,136,8,25,1
1998,127,7,15,0
1999,129,7,13,1
1998,137,8,28,0
2005,143,9,34,0
2006,138,12,25,2
2005,135,11,20,0
2005,145,8,34,0
2006,128,10,17,3
2007,125,9,14,0
2005,132,7,21,2
1998,124,10,10,0
1996,138,10,26,1
1995,130,8,16,0
1994,132,7,23,0
1995,131,8,18,0
1994,137,9,26,1
1994,139,9,27,2
1994,143,8,34,0
1994,138,8,23,2
1995,129,8,16,1
1995,125,10,12,2
1992,137,10,25,1
1996,141,7,31,0
1994,140,9,31,2
1993,135,9,25,1
1993,136,9,26,2
1993,136,10,26,0
1993,133,8,24,3
1994,135,7,26,3
1994,141,9,30,0
1995,127,11,14,3
1993,135,7,24,1
1995,126,9,15,0
1996,149,12,25,1
1994,141,10,30,1
1994,137,10,26,0
1996,146,10,30,0
1993,135,10,23,0
1993,137,10,26,1
1993,128,8,19,0
1994,129,8,17,0
1993,131,5,19,0
1993,127,8,16,0
1996,142,6,30,3
1993,142,9,32,2
1994,143,8,34,0
1993,135,9,24,1
1993,136,9,27,0
1993,137,11,25,4
1993,132,10,19,1
1993,133,10,22,1
1993,133,9,23,0
1993,125,9,14,4
1994,127,8,16,1
1992,132,10,20,1
1992,138,9,24,3
1992,137,8,25,0
1992,143,9,32,2
1993,133,11,20,3
1994,135,9,24,2
2019,121,13,1,0
2018,147,16,11,0
2020,126,9,14,0
1994,134,8,23,1
1995,130,11,14,1
1994,143,8,34,0
1995,137,10,26,0
1995,131,8,17,0
1996,141,7,31,2
1997,128,8,14,0
1998,136,7,25,0
1994,140,8,32,0
1996,134,9,24,0
1995,127,7,18,0
1997,124,9,10,1
1996,140,6,30,0
1995,134,9,22,1
1995,142,7,34,0
1995,131,7,17,2
1996,148,9,35,0
1995,130,9,18,1
1994,140,9,29,2
1996,143,8,29,0
1995,127,10,14,1
1995,135,8,26,1
1997,129,10,18,1
1994,137,8,28,0
1996,145,8,32,2
1994,143,12,31,0
1994,138,6,29,1
1996,139,8,27,0
1995,135,8,23,2
1995,129,11,15,0
1994,142,10,32,3
1994,138,9,27,0
1994,140,8,31,0
1994,139,10,27,0
1995,128,9,16,2
1994,139,8,28,2
1995,130,11,16,2
1994,139,11,26,0
1996,139,8,24,0
1995,134,8,21,2
1994,140,10,26,3
1995,125,12,11,0
1994,141,8,31,0
1994,137,9,28,1
1994,143,8,33,0
1996,144,7,31,1
1994,142,10,30,1
1995,151,9,42,0
1994,139,8,30,0
1994,140,10,28,0
1995,129,12,12,3
1994,139,8,30,0
1994,137,8,28,1
1994,139,8,28,0
1994,140,9,29,1
1994,142,7,33,1
1994,139,8,29,1
1994,136,9,27,0
1994,133,8,23,1
1994,136,7,27,1
1994,137,8,26,1
1997,125,9,12,0
1994,150,7,44,0
1995,140,8,31,0
1996,149,7,36,0
1995,126,10,12,2
1997,129,11,16,2
1994,142,8,33,0
1995,128,10,17,1
1994,134,8,25,3
1994,139,8,30,0
1994,141,8,32,1
1994,141,9,31,0
1996,142,10,30,1
1994,135,8,27,2
1995,129,9,19,3
1997,125,8,13,2
1996,149,8,33,2
1998,145,10,34,0
1995,131,9,18,0
1994,134,8,26,1
1994,140,10,29,0
1994,133,8,24,1
1995,128,9,14,0
1995,125,9,13,5
1994,141,8,31,1
1996,146,6,31,2
1995,129,10,15,6
1996,139,8,26,3
1994,135,11,24,2
1997,119,10,8,0
1995,154,7,47,0
1996,140,9,27,2
1994,141,9,30,1
1994,133,9,19,3
1998,136,10,24,1
1995,127,10,13,0
1997,120,10,6,0
1996,136,7,24,0
1996,139,10,26,0
1997,121,12,7,2
1994,136,10,25,1
1995,130,10,16,1
1994,140,10,28,0
1994,130,10,19,3
1995,125,8,12,1
1994,137,8,27,0
1995,129,8,15,2
1994,133,10,21,1
1995,128,10,15,2
1995,125,9,14,4
1996,140,8,28,0
1996,142,7,30,1
1997,126,10,11,1
1998,145,11,33,0
2000,158,8,49,1
1998,139,8,27,0
1997,141,10,29,0
2000,138,9,25,3
1999,134,9,26,1
1997,124,9,9,1
1997,126,9,14,0
1997,126,10,13,2
1996,142,6,31,0
1998,137,10,27,1
1999,138,10,27,0
1997,131,11,18,0
1998,137,9,26,0
1997,128,9,16,2
2000,135,8,24,0
1998,137,6,29,0
1999,133,7,25,3
1998,139,6,31,1
2000,134,7,23,1
1994,136,8,25,0
1995,133,10,19,2
1994,144,10,33,0
1995,131,10,18,2
1996,144,8,26,0
1994,141,10,30,1
1995,132,9,20,1
1995,133,11,17,4
1994,143,10,32,0
1995,138,9,29,5
1995,124,9,12,0
1994,133,8,24,1
1995,130,8,18,4
1994,138,8,28,0
1994,131,10,18,0
1994,135,7,26,0
1994,136,9,24,3
1994,140,5,36,0
1994,141,9,30,3
1994,138,9,29,1
1995,132,9,18,0
1994,139,9,28,0
1994,137,9,27,0
1995,129,8,20,3
1994,136,9,25,1
1996,138,10,25,0
1996,141,9,28,0
1997,122,9,6,0
1996,138,9,23,0
1995,130,7,17,4
1996,139,8,27,1
1995,128,7,21,3
1995,129,10,15,2
1996,135,9,23,0
1998,139,10,26,1
1997,125,11,6,2
1995,126,9,16,1
1996,140,9,26,0
1995,134,8,24,3
1996,147,6,31,0
1995,135,9,26,0
1996,140,9,28,1
1997,129,10,18,0
1998,138,11,26,1
1996,143,6,34,0
1996,134,6,24,0
1998,139,9,26,0
1996,141,11,27,3
1997,127,10,12,1
1997,126,10,13,1
1996,143,8,30,1
1997,124,8,11,2
1996,151,7,46,0
1996,141,9,27,0
1996,140,8,26,2
1996,143,8,30,0
1997,127,8,15,0
1996,145,5,35,0
1996,142,5,27,0
1998,143,8,34,1
1996,132,10,20,0
1996,134,8,23,1
1996,137,8,25,3
1996,140,7,30,0
1997,124,9,11,0
1996,142,7,31,2
1996,147,6,40,1
1996,145,6,33,0
1999,130,6,21,1
1998,131,6,22,1
1996,142,7,31,1
1997,128,7,18,1
1996,142,7,31,0
1997,122,11,7,0
1996,136,9,25,1
1997,129,11,17,2
1996,138,4,27,1
1996,147,9,33,1
1997,126,9,16,1
1996,148,7,38,0
1997,119,10,7,2
1996,137,8,26,2
1996,140,9,25,0
1996,134,11,21,0
1994,138,7,29,1
2018,133,10,20,1
2020,125,10,12,0
2019,119,9,10,1
2018,134,9,23,2
2018,138,10,27,0
2018,136,11,22,1
2019,119,11,2,1
2021,142,8,27,0
2018,132,9,21,2
2018,135,7,24,1
2018,142,10,29,0
2018,138,10,25,0
1994,143,11,29,2
1996,141,7,28,0
1994,139,7,31,0
1994,142,8,35,0
1994,142,8,33,1
1994,136,6,28,1
1995,132,7,17,1
1994,145,8,35,0
1996,149,9,31,0
1994,139,7,29,1
1994,143,11,31,0
1995,133,11,18,0
1994,136,8,25,0
1995,130,8,16,1
1995,127,9,15,0
1995,136,9,25,0
1995,128,7,17,0
2006,138,6,28,0
2007,122,10,11,0
2004,142,8,28,2
1995,139,8,30,2
1994,140,11,29,0
1994,132,9,20,0
1994,145,6,34,0
1996,140,8,26,2
1995,128,11,15,5
1997,134,10,14,1
1995,131,9,15,2
1995,138,8,26,0
1994,143,11,32,0
1994,137,11,24,0
1994,140,10,29,0
1995,131,9,18,1
1995,133,7,20,0
1996,137,11,23,2
1996,139,8,24,1
1995,138,5,30,0
1995,125,12,10,4
1995,130,9,15,3
1996,137,8,25,0
1995,138,8,30,2
1996,138,11,22,1
1995,132,11,17,0
1995,128,10,16,2
1996,137,9,25,0
1996,140,9,24,1
1995,137,10,26,1
1996,148,8,30,0
1997,123,8,10,1
1996,147,7,35,0
1995,131,6,20,0
2003,137,9,25,0
2000,137,10,26,2
2001,145,9,36,0
1999,137,9,27,0
1999,144,7,35,0
2000,141,8,30,3
1999,144,6,37,0
1994,148,8,39,0
1998,136,11,23,0
1998,137,7,28,0
2018,135,10,23,0
2018,134,8,23,1
2019,122,7,13,0
2020,128,8,19,0
2021,130,9,19,1
2022,128,10,16,0
2023,126,10,14,0
2019,122,8,10,1
2019,124,9,13,0
2019,126,10,15,0
2004,135,11,18,3
2003,138,7,21,0
2001,142,7,32,0
2002,124,9,13,0
2002,123,8,13,2
2001,136,7,28,0
1995,140,7,29,0
1995,126,11,12,2
1996,133,11,20,0
1996,157,8,47,0
1995,130,9,17,3
1995,124,10,13,1
1996,134,9,23,0
1995,130,7,20,0
1995,128,9,15,3
1997,128,10,12,0
1996,138,9,24,0
1996,141,9,24,0
1995,128,10,14,4
1995,132,11,15,1
1996,136,11,21,1
1996,146,6,30,0
1995,129,7,17,1
1995,137,10,26,1
1996,140,7,27,0
1995,130,7,22,1
1999,144,9,32,0
1998,133,6,23,0
1995,129,5,22,0
1995,134,11,21,1
1999,137,8,26,0
1997,128,11,11,1
1998,140,9,24,0
1997,126,9,11,1
1996,142,7,30,1
1996,144,10,31,0
1995,131,11,17,2
1995,129,9,17,1
1995,126,9,15,1
1995,134,6,27,0
1996,138,8,25,0
1999,140,9,28,0
1997,117,10,6,0
1995,136,9,27,0
1995,123,9,10,1
1995,133,7,23,0
1997,127,7,16,0
1996,143,6,31,0
1995,128,7,17,2
1997,127,8,15,0
1995,129,9,16,3
1997,117,10,4,1
1995,135,9,25,2
1996,144,9,31,0
1995,126,8,15,1
1996,138,7,26,1
1995,137,11,24,0
1996,146,12,29,0
1995,130,10,18,0
1996,141,7,32,1
1995,126,7,16,2
1995,120,6,13,1
1996,131,7,21,0
1996,151,3,38,0
1997,123,8,12,2
1996,139,8,28,0
1996,147,6,37,0
1998,139,9,28,0
2000,143,5,33,2
1997,122,8,10,0
1996,146,8,32,0
1997,126,12,7,1
1996,142,9,27,0
1996,139,7,29,1
1998,136,8,26,2
1998,138,7,28,0
1999,133,7,25,0
1998,139,8,29,0
1998,139,9,29,1
2000,137,10,24,1
1999,140,10,29,0
1998,129,10,17,1
2000,131,9,20,1
1999,132,8,20,0
1998,136,6,27,0
2000,137,8,26,1
1999,131,7,24,0
1999,128,7,19,0
2000,135,9,24,4
1999,139,8,31,0
2000,136,6,26,0
1999,133,6,25,1
2000,142,7,31,0
2001,138,7,28,3
1997,121,11,4,1
1996,138,10,22,1
1995,131,9,16,2
1998,135,8,21,0
1996,141,7,30,1
1995,155,7,49,0
1998,127,10,13,0
1996,144,9,30,0
1995,136,8,25,1
1996,134,9,23,0
1995,130,13,13,3
1996,138,9,25,0
1995,122,9,12,4
1996,138,10,25,1
1995,127,10,15,0
1997,129,10,17,0
1997,124,10,11,0
1999,127,9,13,2
1996,140,8,26,1
1998,135,8,23,0
1995,129,8,16,1
1995,126,11,14,2
1997,123,11,7,1
1996,138,10,23,1
1998,135,9,21,1
1995,134,9,21,2
1995,137,8,28,2
1997,126,7,16,1
1995,123,9,12,4
1995,126,9,15,3
1996,147,10,32,0
1995,135,9,20,1
1997,132,7,17,2
1997,126,9,14,2
1995,136,7,25,2
1996,144,8,30,1
1995,122,10,11,3
1995,128,7,17,2
1996,134,8,23,0
1996,138,7,28,3
1997,134,9,24,0
1997,140,18,10,0
1996,138,8,25,0
2000,139,7,22,1
2000,137,9,23,4
2001,137,10,23,1
2003,129,9,17,0
2001,NA,3,23,0
2002,122,5,14,0
2000,135,6,26,0
2001,145,5,50,0
2001,136,6,28,1
2001,150,7,42,0
2002,121,9,8,1
2001,131,8,20,0
1999,128,7,20,1
1998,134,7,23,0
2000,133,8,22,1
1998,133,10,20,0
1998,125,8,13,0
1999,119,9,8,1
2000,124,9,12,0
2000,133,8,20,1
2002,127,8,16,0
2001,143,5,31,0
1998,143,6,36,0
1998,138,7,27,0
1998,142,10,29,0
2001,136,9,23,0
1999,127,10,13,1
2000,133,9,21,0
1998,132,12,13,1
1996,148,6,33,0
1996,141,8,29,2
1996,141,4,30,0
1996,139,8,27,2
1996,136,9,22,1
1996,139,8,26,0
1996,153,9,37,1
1997,120,9,6,0
1996,141,7,26,2
1998,135,8,21,1
1996,146,7,35,1
1998,131,4,21,0
1997,119,9,6,1
1996,137,6,27,2
1997,123,8,13,1
1996,144,8,31,3
1996,168,7,58,NA
1997,125,10,11,0
1996,150,7,39,0
1996,150,9,38,0
1996,146,6,32,0
1996,155,8,46,1
1996,147,5,38,0
1997,122,9,10,0
1997,129,10,16,0
1998,139,10,26,2
1997,125,10,13,0
1997,125,10,12,3
1997,124,8,10,1
1997,119,8,8,0
1998,137,7,27,0
1997,130,10,16,0
1997,126,7,15,1
1998,138,6,30,0
1998,136,8,27,1
1997,125,9,15,0
1995,124,10,10,4
1998,136,9,25,0
1996,137,6,25,0
1996,142,8,29,1
1998,NA,1,29,0
1996,142,8,30,1
1996,141,7,29,0
1997,127,10,11,3
1996,144,12,27,0
1997,126,8,14,0
1996,139,8,26,0
2000,137,10,20,1
1997,124,8,8,1
1996,141,9,24,0
1998,136,10,24,1
1999,132,9,17,0
1996,144,6,35,0
1996,142,5,32,0
1997,120,9,7,0
1998,130,8,14,0
1999,122,7,6,0
1997,126,11,11,1
1996,150,9,33,0
1997,124,6,12,0
1996,154,8,43,0
1996,147,5,37,1
1997,122,8,9,0
1998,130,9,19,2
1996,143,10,30,0
1997,123,11,6,1
1996,142,10,25,0
1996,138,10,24,2
2000,134,11,19,4
1999,126,9,8,2
1998,132,10,13,0
1997,121,12,5,1
1996,134,8,23,0
1996,144,8,30,0
1998,137,10,26,1
1997,125,10,12,1
1996,142,8,31,1
1996,143,7,31,2
1996,150,6,39,0
1998,134,10,19,1
2000,131,8,14,1
1997,124,11,9,1
1999,122,9,8,0
2001,142,6,28,1
1996,147,7,34,0
1997,120,9,7,0
2000,130,7,17,2
1998,127,7,16,3
1999,122,10,7,2
1996,145,5,34,0
1998,144,10,31,0
1999,131,9,20,1
2000,137,9,25,1
1998,139,7,31,1
1998,131,8,20,0
1996,145,7,32,1
1996,148,7,35,0
1996,156,8,40,0
1996,141,6,31,0
1999,127,11,10,1
1996,139,7,28,0
1998,126,9,10,1
1997,129,8,16,0
1997,133,9,21,0
1996,142,9,26,1
1999,143,7,35,1
2000,136,10,25,2
2001,138,9,25,1
1999,123,7,12,1
1998,132,8,23,0
1999,131,5,15,0
1998,139,8,29,0
1998,133,9,21,0
2000,138,11,22,2
1999,133,8,21,0
1998,138,9,27,0
1998,145,6,38,0
1998,140,5,27,0
1998,139,7,30,0
1998,131,5,24,0
1998,127,8,13,2
1995,135,9,21,1
1995,126,8,15,4
1996,139,8,27,0
1995,128,10,15,2
1996,141,10,27,0
1997,128,9,14,0
1998,136,8,25,0
1997,126,8,15,0
1998,128,8,12,0
1999,129,9,13,1
1997,131,10,17,0
1997,127,8,15,0
1997,126,10,8,1
1998,140,10,26,0
1998,136,8,26,0
1997,128,11,13,1
1998,139,12,23,1
1997,133,7,22,1
1999,146,9,35,0
1998,143,8,31,1
1996,139,8,26,0
1996,139,7,28,2
1999,123,8,13,0
1997,123,8,9,0
1996,157,7,49,1
1996,137,9,25,2
1996,142,8,31,1
1997,127,9,15,0
1996,147,7,38,0
1996,140,8,29,0
1997,126,6,14,0
1998,136,7,24,1
1997,123,12,6,2
1996,156,7,47,0
1996,134,10,22,0
1996,141,6,30,0
1998,138,8,27,0
1997,127,8,13,2
1997,126,8,11,0
1996,150,7,40,1
1996,NA,5,31,0
1996,142,7,30,1
1996,139,9,25,2
1997,126,9,12,1
1997,127,10,13,0
1996,144,7,32,0
1997,128,10,15,0
1997,128,10,12,1
1998,138,10,28,0
1996,147,5,35,0
1997,126,8,15,0
1998,135,7,25,2
1996,141,7,29,0
1997,124,10,10,0
1996,145,11,29,0
1996,150,5,39,0
1997,125,11,12,0
1998,139,9,28,0
1997,127,9,12,1
1999,134,9,22,1
1998,137,9,26,0
2000,139,8,25,2
1996,139,10,25,1
1997,124,9,12,4
1997,129,7,18,1
1998,141,9,30,0
1996,138,7,28,0
1997,125,8,14,0
1998,139,9,29,2
1998,135,8,24,0
1997,124,10,11,2
1996,134,9,22,0
1997,122,8,11,3
1996,135,9,23,0
1997,126,10,12,3
1996,142,8,30,1
1996,141,9,28,1
2000,143,9,30,1
2002,132,10,17,0
1999,137,9,27,0
1999,137,10,27,0
2000,144,6,35,1
1999,142,8,30,0
2000,141,8,26,0
1998,136,9,26,1
1999,147,7,14,0
1999,122,7,12,0
2000,131,8,19,2
1999,135,8,27,0
2000,139,10,24,2
2000,133,9,20,0
2000,140,6,30,0
2000,138,8,26,2
1997,136,8,27,0
1997,141,8,32,0
1999,133,10,15,0
1998,128,10,13,0
1997,124,11,9,2
1998,138,9,27,1
1997,128,9,17,1
1997,133,11,21,1
1998,139,9,28,0
1997,125,8,14,0
1997,129,8,16,0
1997,128,7,18,1
1997,126,10,13,1
1997,129,10,19,2
1998,137,8,27,0
1997,118,9,7,0
2000,141,10,27,3
1997,125,11,10,1
1999,133,8,22,1
1998,138,10,25,1
1998,140,9,30,1
1998,132,8,21,3
1997,134,8,20,4
2000,132,9,20,2
1998,129,9,11,0
1997,152,8,16,0
1999,125,10,10,0
1999,125,8,16,0
1999,136,7,27,0
1998,137,6,28,1
1998,132,7,21,1
1998,132,8,21,1
2000,136,8,23,0
1999,129,7,14,1
1998,140,9,28,0
1998,139,9,30,0
1998,139,9,28,0
1999,131,8,18,2
1999,141,8,32,0
1998,141,8,32,0
1998,137,9,25,0
1998,136,7,26,0
1997,126,10,13,0
1997,122,7,10,1
1997,155,5,12,0
1997,136,8,27,3
1998,143,9,33,0
1998,135,9,21,0
1997,129,10,15,0
1999,140,7,30,1
1998,137,9,26,0
1997,127,5,20,0
1997,134,10,25,1
1997,123,11,11,0
2001,144,10,33,2
1998,137,10,25,0
2000,134,11,21,5
1996,134,10,21,0
1996,142,8,29,0
1996,148,5,38,1
1997,126,6,14,0
1996,152,8,40,0
1996,141,9,28,1
1996,135,10,22,1
1997,118,11,5,1
1996,135,11,22,0
1996,140,9,26,1
1996,142,10,26,1
1996,142,8,30,1
1997,124,10,12,1
1998,138,10,27,0
1996,143,9,30,0
1996,NA,6,26,0
1996,144,9,30,2
1997,130,7,19,0
1996,147,7,36,0
1996,144,7,32,1
1997,130,10,19,3
1997,129,8,16,1
1997,125,9,12,0
1997,127,8,16,1
1998,139,8,27,1
1997,124,9,11,1
1998,138,11,24,1
1997,129,10,18,1
1998,135,11,21,1
2000,150,10,31,2
1997,128,11,15,0
2001,148,4,37,0
1997,126,9,14,0
1997,122,9,10,0
1997,124,7,14,0
2001,151,6,31,0
2000,147,6,30,1
1998,134,8,21,0
1998,133,8,23,2
1997,124,3,16,1
1999,134,7,26,0
2000,138,8,25,1
1998,142,8,31,0
1997,125,9,14,2
1997,122,10,10,1
1999,131,5,20,0
1997,125,10,14,2
1997,129,9,14,1
1997,123,8,11,1
1997,129,8,18,1
1997,127,8,17,2
1998,138,7,30,0
1997,128,7,18,0
1997,123,9,10,0
1998,135,8,23,1
1997,127,10,13,1
1997,125,8,11,0
1997,121,9,9,1
1997,123,8,13,1
1997,125,7,16,0
1998,134,8,24,0
1997,124,8,14,1
1999,141,7,32,0
1998,136,8,24,0
1997,126,9,13,1
2004,130,10,17,1
2003,134,9,23,1
2003,138,7,28,0
2004,124,8,14,0
2003,NA,6,34,0
2003,133,9,21,0
2004,136,10,24,2
2003,141,8,26,2
2003,143,10,30,0
2004,143,11,29,3
2003,136,9,26,0
2023,131,5,22,0
2023,132,9,21,0
2023,144,8,34,0
2023,144,5,35,0
2023,142,5,35,0
2023,142,6,29,0
2023,139,8,30,0
2023,134,9,20,0
2023,130,6,20,0
2023,142,8,24,0
2023,135,9,21,0
2023,138,9,28,0
2023,138,9,23,0
2023,NA,8,22,0
2023,136,8,22,0
2023,131,8,21,0
2023,135,8,25,0
1998,141,7,32,0
2004,128,8,16,0
1997,126,8,14,1
1998,132,6,24,0
1997,131,6,19,0
1997,126,10,12,1
1998,135,9,24,0
2001,142,4,35,0
2003,140,9,27,3
1997,123,9,13,2
2004,139,8,27,0
2002,127,6,17,0
2000,136,9,24,1
2019,121,8,12,0
1997,123,11,10,1
1997,133,8,23,0
1997,128,10,16,0
1998,136,7,25,0
1997,128,8,16,0
1997,127,11,12,0
1998,147,11,21,0
1997,130,10,12,1
1997,120,11,7,0
1997,127,12,12,4
1997,127,8,16,2
1997,132,10,20,0
1999,128,7,15,1
1997,125,7,15,0
1998,139,7,30,1
1997,122,10,9,2
1998,138,10,27,2
1999,138,10,27,0
1997,118,9,7,0
1999,141,7,32,0
1998,136,6,27,0
1998,135,6,26,0
1998,140,8,25,0
1999,127,7,13,1
1998,137,9,25,2
1998,137,6,24,0
1999,130,8,16,1
1998,132,5,20,0
2000,135,9,20,2
2001,139,8,23,1
1998,123,9,8,0
1998,134,9,23,2
2000,130,11,16,3
1998,132,10,20,0
1998,138,8,28,0
1998,136,7,28,0
2000,146,10,31,0
1999,137,11,26,0
1998,141,10,28,0
2000,138,12,24,1
1999,138,11,26,0
1998,140,10,30,0
2000,136,7,26,2
1999,147,9,33,0
1998,144,6,34,0
2001,142,6,35,2
1998,142,8,32,0
1999,139,7,31,1
1998,141,7,29,0
1998,138,8,27,2
2000,137,9,22,0
1999,124,9,11,2
1998,132,9,21,0
1998,126,8,12,1
1999,128,7,12,1
1998,142,12,28,0
1999,139,12,26,0
2000,142,11,28,5
1999,136,8,27,0
1998,NA,10,24,0
1998,137,8,27,3
2000,139,8,28,2
1999,135,9,25,0
1998,133,9,21,1
1998,140,5,34,0
1999,132,7,24,0
1998,139,10,26,0
1998,137,10,26,1
1999,128,8,18,0
1998,139,9,30,0
1998,138,7,29,1
1998,143,6,36,0
2001,135,7,23,1
2002,119,8,8,1
2003,129,6,19,0
2001,154,6,46,0
2000,142,8,29,2
2003,133,9,20,0
2000,133,8,21,3
2002,127,8,18,4
2003,133,7,23,0
2001,139,8,30,0
2000,139,8,27,3
2019,121,10,10,0
2005,117,11,2,1
2005,NA,5,81,0
2004,159,7,52,0
2006,131,12,18,0
2004,134,9,20,4
2007,127,11,13,1
2008,139,9,24,0
2005,131,8,19,2
2005,135,9,21,1
2004,133,10,21,3
2004,136,7,25,1
2005,133,7,25,0
2006,135,8,25,1
2000,134,8,23,3
2000,137,6,25,1
2000,133,4,21,0
2000,138,8,26,3
2001,141,7,31,0
1999,131,9,20,2
2000,136,8,25,1
1999,137,6,29,1
1999,134,8,24,0
2003,134,7,24,0
2001,136,7,24,0
2000,139,6,29,0
2002,122,6,10,2
2000,134,9,23,0
2001,143,8,30,0
2003,137,8,24,0
2001,149,8,37,0
2000,140,8,26,4
2000,137,8,26,2
2001,141,8,21,0
2000,144,8,33,0
2000,136,8,25,0
2000,134,7,23,2
2000,138,8,28,1
2000,147,7,39,0
2001,158,5,49,0
2003,129,7,19,1
2006,135,10,22,5
2007,124,8,12,1
2008,129,7,15,4
2005,150,8,42,0
2005,132,8,18,0
2005,132,7,24,0
2005,130,5,21,0
2005,143,7,35,0
2005,138,7,30,0
2005,126,7,16,0
2006,134,6,24,0
2005,129,6,20,0
2007,128,11,17,0
2005,143,10,32,0
2005,133,6,25,0
2006,132,9,20,1
2009,127,10,14,0
2006,136,7,26,0
2007,127,9,17,0
2004,137,9,25,1
2005,133,9,21,2
2005,143,8,33,0
2005,140,8,31,2
2009,132,10,20,0
2005,136,9,25,1
2000,141,7,29,2
2003,134,10,21,0
2002,126,7,18,3
2002,121,9,9,2
2002,124,9,10,0
2002,123,8,14,3
2002,124,8,14,0
2002,132,7,24,2
2005,132,7,24,1
2002,122,9,8,0
2003,125,10,11,2
2002,132,8,20,1
2003,135,7,23,0
2002,123,5,10,1
2003,142,7,33,0
2005,130,8,15,0
2002,122,8,10,0
2003,129,10,17,0
2002,127,10,15,0
2003,133,9,23,0
2002,127,8,18,2
2000,138,10,24,2
2000,140,9,28,1
2000,139,7,29,2
2002,126,7,19,0
2000,142,11,29,2
2003,131,9,20,1
2002,126,10,15,4
2001,144,7,34,0
2002,134,10,23,1
